题号    四则运算式子
7954     (6 － 3) ÷ 8 ÷ 2 ＝ 
7955     0 × 4 － 0 ÷ 8 ＝ 
7956     (4 ＋ 6) ÷ 9 × 1/10 ＝ 
7957     4 ÷ 1 ÷ 6 ＋ 8 ＝ 
7958     (4 ＋ 8) ÷ 1 ÷ 1 ＝ 
7959     0 ÷ ((0 ＋ 2) × 9) ＝ 
7960     (9 ＋ 4) ÷ 1 － 9 ＝ 
7961     3 － (1/3 ＋ 1 ÷ 1) ＝ 
7962     7 × 5 ÷ 6 － 2/3 ＝ 
7963     7 × 9 ÷ (2 × 6) ＝ 
7964     (5 ＋ 5) × (5 ＋ 3) ＝ 
7965     2 ＋ (1'1/4 ＋ 3) ＋ 3 ＝ 
7966     3/8 ＋ (6 × 1 － 0) ＝ 
7967     8 － (6/7 ＋ 1) ＋ 8 ＝ 
7968     (2 ＋ (1 － 3/5)) ÷ 9 ＝ 
7969     (8 ＋ 2'2/3) ÷ (3 × 6) ＝ 
7970     8 ÷ (5 × 1) ＋ 1/2 ＝ 
7971     0 ＋ (8 ＋ (1/5 ＋ 1)) ＝ 
7972     1 × (9/10 ＋ 1 × 4) ＝ 
7973     1/2 ＋ 2'1/2 ＋ 1'2/3 ＋ 7 ＝ 
7974     6 × 3 ÷ 1/6 × 6 ＝ 
7975     8 － (5 ＋ 1) ＋ 4 ＝ 
7976     8 × 9 － (5 ＋ 9) ＝ 
7977     1 × 4 × (4 × 9) ＝ 
7978     1 ＋ 9 ＋ 4 ＋ 4 ＝ 
7979     1 ＋ (1'4/5 ＋ 9) ＋ 8 ＝ 
7980     5 × 3 － 5 － 0 ＝ 
7981     1 ＋ (7 － 0) － 1 ＝ 
7982     (3 ＋ 3 － 2'2/3) × 1 ＝ 
7983     (1 ＋ 1/2) ÷ 8 × 3 ＝ 
7984     1 × (3/4 ÷ 2 ÷ 4) ＝ 
7985     5 ÷ (2'2/3 ＋ (7 ＋ 1)) ＝ 
7986     4 ÷ 8 ÷ 3 ÷ 5 ＝ 
7987     0 ÷ (1 ÷ (9 × 1)) ＝ 
7988     1 × (9 × (2 － 0)) ＝ 
7989     (1 ＋ (1 ＋ 3)) × 2/5 ＝ 
7990     3 × 6 × 2 ＋ 7 ＝ 
7991     7 ＋ 1 ÷ 5 × 3 ＝ 
7992     1 ＋ 5 ＋ (4 － 4) ＝ 
7993     2 ＋ (8 － 1'1/6 － 5) ＝ 
7994     3 ＋ 7 ＋ 1'2/3 × 4 ＝ 
7995     0 × (4 ÷ 2) ＋ 2 ＝ 
7996     6 ÷ (9 ＋ 3 ＋ 4) ＝ 
7997     1 ＋ (0 ＋ 2'1/3 ＋ 9) ＝ 
7998     (2'1/2 ＋ 1 × 7) ÷ 4 ＝ 
7999     5 × 6 × (3 ÷ 9) ＝ 
8000     4 ＋ (6 ＋ 1) － 5 ＝ 
8001     6 × 3 ÷ 1 ÷ 7 ＝ 
8002     (8 － 4) ÷ (1 ＋ 6) ＝ 
8003     (7 ＋ 7/9) × 5 － 4 ＝ 
8004     6 ÷ 5 × 0 × 0 ＝ 
8005     6 ÷ (5 － 4'1/2 ＋ 3'1/3) ＝ 
8006     1'1/6 × (1 ＋ 4 × 6) ＝ 
8007     7 ＋ 4 － 4 × 1 ＝ 
8008     (9 － 7) × (4 ＋ 3) ＝ 
8009     (7 － 2) ÷ (9 － 3) ＝ 
8010     9 × (6 ÷ (8 ÷ 2)) ＝ 
8011     9 － (9 ÷ 5 ＋ 7) ＝ 
8012     1 ÷ 5 × 2/5 ＋ 1 ＝ 
8013     9 － 8 ÷ (8 ＋ 1) ＝ 
8014     5 × 1'2/7 ＋ 9 × 9 ＝ 
8015     1'1/5 × 4 ÷ 4 × 8 ＝ 
8016     8 － 6 ÷ (7 ＋ 4) ＝ 
8017     3 × (8 × (4'1/2 ＋ 9)) ＝ 
8018     (9 － (6 － 3)) ÷ 2 ＝ 
8019     1 － (3'1/3 ÷ 8 － 0) ＝ 
8020     0 ＋ 4 ＋ 9 ÷ 1 ＝ 
8021     8 ＋ 3 － (4 ＋ 2'1/4) ＝ 
8022     1 ＋ (1/5 ＋ 2) ＋ 1 ＝ 
8023     1 × 4 ÷ (9 ÷ 2) ＝ 
8024     (0 × 2/7 ＋ 8) ÷ 1/2 ＝ 
8025     7 ＋ 2 ＋ (0 ＋ 1) ＝ 
8026     4 － (4 － 2/5) ＋ 6 ＝ 
8027     7 － 1 ＋ 7 ÷ 4 ＝ 
8028     (2 － 2) ÷ (0 ＋ 3/8) ＝ 
8029     4 × (2 × (1 × 1'3/7)) ＝ 
8030     2 － 0 × (3 ＋ 1) ＝ 
8031     0 ＋ (4/7 ＋ 5 × 5) ＝ 
8032     (0 ＋ (6 ＋ 7)) × 2 ＝ 
8033     9 － 0 ÷ (1 × 8) ＝ 
8034     9 ＋ 3 ÷ (8 － 1) ＝ 
8035     4 － 2 － 3 ÷ 4 ＝ 
8036     0 ÷ 7 ＋ 8 × 1 ＝ 
8037     6 － (3 ＋ 2 － 1) ＝ 
8038     3 ÷ (5 × 8 ÷ 9) ＝ 
8039     1 ÷ (6 ＋ (7 － 1)) ＝ 
8040     2 ＋ 2 × 6 － 8 ＝ 
8041     8 × (5 ÷ (3 ＋ 4'1/2)) ＝ 
8042     (8 ＋ 1) × 2 ＋ 5 ＝ 
8043     1'1/8 ＋ (5 ＋ 9/10 ＋ 4) ＝ 
8044     5 ÷ 1'2/5 × 1'3/5 × 0 ＝ 
8045     9 ＋ 1 ÷ (6 ÷ 3) ＝ 
8046     6 × (2 ＋ 6) － 3 ＝ 
8047     0 × 3 × (7 × 1'3/7) ＝ 
8048     2 ÷ 2 × (1'1/2 ＋ 8) ＝ 
8049     5 ＋ (2 ＋ 1 ÷ 3) ＝ 
8050     0 ÷ 1 － 0 ＋ 3 ＝ 
8051     5 ÷ 6 ＋ (6 － 6) ＝ 
8052     2/5 ＋ 4 － (3 ＋ 1) ＝ 
8053     (4/5 ＋ 0) ÷ (4 × 3) ＝ 
8054     1 ＋ (2 ＋ 6) ＋ 8 ＝ 
8055     8 － (5 ＋ 1 ÷ 4/9) ＝ 
8056     2 ÷ 2/3 ＋ 1 × 1 ＝ 
8057     2 ÷ (6 × (3 ÷ 1)) ＝ 
8058     3 ÷ ((8 － 2) × 5) ＝ 
8059     1'2/7 × 1/3 × (3 ＋ 7) ＝ 
8060     4/5 × 6 ＋ 7 － 8 ＝ 
8061     7 × 1 － (7 － 1) ＝ 
8062     5 － 1'1/2 － (7 － 7) ＝ 
8063     6 × ((6 ＋ 2) ÷ 4) ＝ 
8064     (5 ＋ 8) × (6 － 0) ＝ 
8065     5 ＋ (2 － (1 － 1/2)) ＝ 
8066     (5 － 2) ÷ 3 － 0 ＝ 
8067     7 × 5 × 9 ÷ 3 ＝ 
8068     3 × 8 × 6 ＋ 4 ＝ 
8069     8 ÷ 4/5 × 5 ＋ 1/2 ＝ 
8070     8 ÷ (1 × (2 ＋ 1'1/3)) ＝ 
8071     (9 － 1/2) ÷ (1 － 1/10) ＝ 
8072     8 ＋ 9 × (8 ＋ 0) ＝ 
8073     7 ＋ (8 ＋ 3) － 1 ＝ 
8074     (2 ＋ (1/3 ＋ 0)) × 7 ＝ 
8075     (6 × 2 ＋ 6) × 4 ＝ 
8076     1 × 2 ＋ 2 × 1 ＝ 
8077     0 ＋ 8 － (8 － 0) ＝ 
8078     2'1/3 ＋ (4 － (5 － 4)) ＝ 
8079     8 × (8 ＋ (8 － 3)) ＝ 
8080     3/8 ＋ (5 ＋ (8 － 6)) ＝ 
8081     1'2/3 ÷ (3 ÷ 5/7) × 0 ＝ 
8082     (2 ＋ 3 × 9) × 0 ＝ 
8083     7 × 2 ＋ (0 － 0) ＝ 
8084     (4 － 1) × 9 × 6/7 ＝ 
8085     0 ÷ 7 ＋ (1'3/7 － 0) ＝ 
8086     8 － (4/7 ＋ 2/3 × 9) ＝ 
8087     2'1/4 － (0 － (1 － 1)) ＝ 
8088     6 × 8 － (2 ＋ 5) ＝ 
8089     5/6 × (9 × 7 － 4) ＝ 
8090     5 ÷ (4 － (5 － 5)) ＝ 
8091     6 × 7 ÷ 7 ÷ 2 ＝ 
8092     5 ÷ (7 × 4 － 6) ＝ 
8093     1 × ((7 ＋ 6) ÷ 5) ＝ 
8094     (1 ＋ 5) × 8 ＋ 1 ＝ 
8095     4 － 4 ÷ 8 × 3 ＝ 
8096     6 ÷ 2 ＋ 0 ÷ 1'3/7 ＝ 
8097     9 × (9 － 4/5 － 1'1/2) ＝ 
8098     5 × 0 × (7 × 5) ＝ 
8099     4 ÷ ((9 ＋ 1) × 1) ＝ 
8100     (5 － 0) × 4 ÷ 9 ＝ 
8101     9 ＋ 2/5 × 8 ＋ 4/9 ＝ 
8102     8 × (5 － 3 ÷ 9) ＝ 
8103     8 － 4 － 1/4 ＋ 7 ＝ 
8104     5 － 5 ÷ (4 × 6) ＝ 
8105     (7 ＋ 9) ÷ (6 ÷ 9) ＝ 
8106     3 ＋ 2 × 6 × 5/6 ＝ 
8107     1 ＋ 9 × (7 ÷ 5) ＝ 
8108     (7 ＋ 1/4) ÷ (3 ＋ 1) ＝ 
8109     1 ÷ 3 ＋ (9 ＋ 5) ＝ 
8110     4 ＋ 4 ÷ 7 ÷ 2 ＝ 
8111     2'1/4 ÷ 8 × (3 ÷ 5/6) ＝ 
8112     3 ÷ 7 ＋ (1 ＋ 0) ＝ 
8113     7/10 × 6 ＋ 1 × 3 ＝ 
8114     (6 － 2) × (1 × 6) ＝ 
8115     6 ÷ (4 ＋ 9) ÷ 1'1/8 ＝ 
8116     8 ＋ (5/9 ＋ 8) － 3 ＝ 
8117     3 × 7 ÷ (2 × 2) ＝ 
8118     4 ＋ (9 － 5 ＋ 3'1/2) ＝ 
8119     (5 ＋ 8) ÷ (1'2/7 ÷ 2) ＝ 
8120     7 × 9 ＋ (5 ＋ 1/2) ＝ 
8121     9 ＋ 2 － (0 ＋ 4) ＝ 
8122     6 × (0 × 9) ＋ 5 ＝ 
8123     4 ＋ (8 ＋ 7/8 ＋ 2) ＝ 
8124     6 ＋ (9 － (5 ＋ 3'1/2)) ＝ 
8125     8 × 8 × (9 － 7) ＝ 
8126     5 ＋ 7/10 ＋ 9 ＋ 5 ＝ 
8127     5 × (9 × (0 ÷ 9)) ＝ 
8128     1'1/3 ＋ 6 ＋ (2'1/3 ＋ 8) ＝ 
8129     2 ＋ 9 ＋ 5/7 ÷ 5 ＝ 
8130     1'2/5 ＋ 4 × 3 － 3'1/2 ＝ 
8131     (8 ＋ 6 － 0) × 0 ＝ 
8132     4 × ((7 ＋ 1'1/3) × 3) ＝ 
8133     1 ＋ (8 ＋ (9 － 3)) ＝ 
8134     4 ＋ 7 × 1 ÷ 5 ＝ 
8135     6 × (2 ＋ 5 ＋ 7) ＝ 
8136     (5 × 8 － 6) × 3 ＝ 
8137     0 ＋ (7 ÷ 3 － 2) ＝ 
8138     3/5 ÷ (7 ÷ 1 － 6) ＝ 
8139     (5 ＋ 5) ÷ (2 ＋ 9) ＝ 
8140     4 ＋ 1 ＋ 1'4/5 × 4 ＝ 
8141     8 ＋ (8 ＋ 9) ＋ 7 ＝ 
8142     (9 ＋ 5) ÷ 3 ＋ 3 ＝ 
8143     (4 － 2) × (7/9 ÷ 7) ＝ 
8144     (9 ＋ 7) × (1/4 ÷ 1) ＝ 
8145     (2 ＋ 0) × 1'1/8 × 8 ＝ 
8146     5 ＋ 6 ＋ (7 ＋ 6) ＝ 
8147     1 ÷ (9 × (2 ＋ 5)) ＝ 
8148     9 ÷ (1 ÷ (6 － 1)) ＝ 
8149     6 ÷ (1 ÷ (7/8 ＋ 5)) ＝ 
8150     2 × 4 － 6 ÷ 2 ＝ 
8151     8 × 9 × (8 － 8) ＝ 
8152     2 ÷ (8 ÷ 2) × 2/5 ＝ 
8153     8 ÷ 8 ＋ 5 ÷ 4 ＝ 
8154     7 ＋ 1 × 9 × 6 ＝ 
8155     (9 － 1/3) × (8 × 4) ＝ 
8156     (3 ＋ 3) × (3 × 3) ＝ 
8157     (4 ＋ 1) × (9 ÷ 7) ＝ 
8158     6 ÷ 1 － (2 － 1) ＝ 
8159     3 － 1 ÷ (7 × 2) ＝ 
8160     (2 － 9 ÷ 7) ÷ 3 ＝ 
8161     9 × (1 × 8) ÷ 1 ＝ 
8162     (7 ＋ 3 － 2) × 2/3 ＝ 
8163     7 × 8 ÷ (6 － 3) ＝ 
8164     1 ＋ 3/4 ＋ 5 ＋ 1 ＝ 
8165     1 ÷ (1 ÷ 4) ＋ 9 ＝ 
8166     2 ÷ 1'2/3 ÷ 3 － 0 ＝ 
8167     6 － 2 ＋ 6 ÷ 3/4 ＝ 
8168     9 × 3 ＋ (3 － 1/4) ＝ 
8169     8 ＋ 4 ＋ (7 － 0) ＝ 
8170     (7 ＋ 0 － 2) × 9 ＝ 
8171     8 × (4 × (5 － 4)) ＝ 
8172     5/7 ＋ 4 － 2 ＋ 4 ＝ 
8173     9/10 ＋ 7 － (7 ＋ 0) ＝ 
8174     1'1/3 ＋ 3 ＋ 4 × 6 ＝ 
8175     (5 ＋ 1) ÷ 4 ＋ 3 ＝ 
8176     5 ＋ 1 × (6 × 2) ＝ 
8177     8 × (6 ＋ 0) × 6 ＝ 
8178     6 × 2 ＋ 1 － 8 ＝ 
8179     (4 × 2 － 7) × 0 ＝ 
8180     1 － (5 － 5) × 1 ＝ 
8181     5 × 6 ＋ 4 × 9 ＝ 
8182     3/10 ÷ 3 ÷ (2 ÷ 9) ＝ 
8183     0 × 2 ÷ (2 － 2/5) ＝ 
8184     0 ＋ 3 × 4 ＋ 9 ＝ 
8185     9 × (3 － 3/5 － 1'1/7) ＝ 
8186     (5 ＋ 5) ÷ (7 × 7) ＝ 
8187     7 － 8 ÷ (8 ＋ 1) ＝ 
8188     5/9 ＋ (2 ＋ 7/9 ＋ 1'1/4) ＝ 
8189     8 × (1 ÷ (9 × 8/9)) ＝ 
8190     2 ÷ 9 ＋ 2 ＋ 1'1/8 ＝ 
8191     (6 ＋ (9 ＋ 7)) × 3 ＝ 
8192     (2 ＋ 8 － 9) × 9 ＝ 
8193     6 ÷ 4 ＋ 3/7 ＋ 0 ＝ 
8194     (9 － 8) ÷ 4 ÷ 9 ＝ 
8195     (1 ＋ 3) ÷ (9 － 7) ＝ 
8196     4 ÷ (1 ＋ 6) ÷ 8 ＝ 
8197     (8 ＋ 2) × (3/10 ÷ 5) ＝ 
8198     3 ÷ 1'1/4 ÷ 3/5 ＋ 9 ＝ 
8199     7 ＋ 1 × 0 － 6 ＝ 
8200     5 ＋ 2 × 1'1/8 × 8 ＝ 
8201     (7/8 ＋ 5 ＋ 0) × 6 ＝ 
8202     (4 － 2'1/2) × 7 × 8/9 ＝ 
8203     1 × 1/3 ÷ 9 ＋ 0 ＝ 
8204     (1 － 1) × (6 － 3) ＝ 
8205     (4 × 3 － 4) ÷ 3 ＝ 
8206     9 － 1'3/4 ＋ 1 － 6 ＝ 
8207     9 ÷ (6 × 1'1/4 － 3/7) ＝ 
8208     1/4 × (5 ＋ 6 － 4) ＝ 
8209     6 ＋ (8 － 0 ＋ 2/3) ＝ 
8210     1'1/3 ＋ (7 ＋ 2) ＋ 8 ＝ 
8211     2 ＋ 1 × (7 － 2) ＝ 
8212     4 ÷ (3 ＋ 6/7 － 0) ＝ 
8213     (1 × 1'1/2 ＋ 6) × 8 ＝ 
8214     (2 × 2 ＋ 3) ÷ 9 ＝ 
8215     8 ＋ 8 ＋ (6 － 6) ＝ 
8216     9 × 3 － 5 × 5/8 ＝ 
8217     9 － (2'1/3 ＋ 6 － 3) ＝ 
8218     (9 ＋ 3/8) × (9 ÷ 2) ＝ 
8219     9 － 1 × 1 － 1/2 ＝ 
8220     5 × (3 ＋ 5) － 5 ＝ 
8221     7 ＋ (1 ＋ 2 ＋ 4/9) ＝ 
8222     (8 － (7 － 7)) ÷ 2 ＝ 
8223     2 ÷ (2 ＋ 9) ＋ 4 ＝ 
8224     2 × (3 × 5 － 1) ＝ 
8225     7 ＋ 2 ＋ 2/5 ＋ 4 ＝ 
8226     9 × (5 × 2 － 8) ＝ 
8227     5 × (8 ÷ 9) ＋ 1 ＝ 
8228     1 ÷ 1/2 ÷ (5 ÷ 4) ＝ 
8229     1 － (4/7 ＋ 1 － 1) ＝ 
8230     1'2/5 － (4 ＋ 3) ÷ 7 ＝ 
8231     2 × (5 ÷ 8 × 5) ＝ 
8232     4 ÷ 1 × 4 ÷ 9 ＝ 
8233     7 ＋ 9 － 5 － 1/4 ＝ 
8234     (8 ＋ 2) ÷ 6 × 8 ＝ 
8235     0 － 1'1/4 × (2'1/2 × 0) ＝ 
8236     5 ＋ 5 ＋ 1 ÷ 7 ＝ 
8237     7 × 1 ÷ (3 － 2) ＝ 
8238     (4/9 ＋ 8) × 1'1/3 × 4 ＝ 
8239     2'2/3 － 2/5 ＋ 9 × 3 ＝ 
8240     4 ＋ 7 ÷ (2 ＋ 2/3) ＝ 
8241     (2 ＋ (7 － 7)) ÷ 6 ＝ 
8242     4 ÷ 8 ＋ 2'1/2 － 3 ＝ 
8243     9 － (7 ＋ (5 － 5)) ＝ 
8244     (8 ÷ 6 ＋ 4) × 1 ＝ 
8245     6 × (6 × (3 ＋ 4)) ＝ 
8246     2 ÷ 1 × (8 × 2) ＝ 
8247     8 ÷ 3'1/3 ＋ 5 ÷ 8 ＝ 
8248     8 ＋ 1'3/4 ＋ (4 ＋ 3) ＝ 
8249     4 ＋ 7 × (3 ÷ 8) ＝ 
8250     6 ＋ 1'1/4 ÷ 5 － 5 ＝ 
8251     (3'1/2 ＋ 9) × (3 ＋ 6) ＝ 
8252     2 × 4 － (7 － 6) ＝ 
8253     3/4 ＋ 3 × (2 × 2) ＝ 
8254     (9 ＋ 2 － 8) ÷ 7 ＝ 
8255     (6 ＋ 5) × (8 ＋ 5) ＝ 
8256     9 × (1 ＋ 1 ＋ 9) ＝ 
8257     1'1/4 ＋ 1 × 3 × 3 ＝ 
8258     2 × (3 ＋ 1) ＋ 9/10 ＝ 
8259     2 × 7 × (1 － 1) ＝ 
8260     3 × 4 － (1 ＋ 3) ＝ 
8261     8 ÷ (1 ＋ 1'1/2 － 0) ＝ 
8262     9 － 2 － (1 ＋ 1) ＝ 
8263     0 × 6 ÷ (5 － 2) ＝ 
8264     (3 － 2) × (7/9 ＋ 6) ＝ 
8265     (2'1/2 － 1) × (1 ÷ 4) ＝ 
8266     1 ＋ 4'1/2 － 0 × 7 ＝ 
8267     8 ＋ 1/2 ÷ (7 ÷ 4) ＝ 
8268     7 ＋ (9 － 1 － 2) ＝ 
8269     1/4 ÷ 6/7 ＋ (6 ＋ 0) ＝ 
8270     5 ＋ 5 ＋ 1 × 8 ＝ 
8271     0 ＋ (6 － (1'3/5 － 2/9)) ＝ 
8272     7/8 － (1'1/9 － 1) ÷ 4 ＝ 
8273     1'1/2 － 3 ÷ 7 ＋ 3/4 ＝ 
8274     7 － (9 － 7 － 5/8) ＝ 
8275     9 ＋ 1'1/4 － (5 ＋ 1) ＝ 
8276     (4 ＋ 8) ÷ (2 ＋ 1) ＝ 
8277     8 × (8 － 1) ÷ 5 ＝ 
8278     0 × 4 × (0 ÷ 1) ＝ 
8279     4/5 ＋ (6 － 3) ＋ 3 ＝ 
8280     5 ＋ 7 － (4 ＋ 1) ＝ 
8281     2 × 1'1/4 ＋ (3 ＋ 6) ＝ 
8282     0 ＋ 4 － 2/5 × 3 ＝ 
8283     (4 － 1/4) ÷ (7 － 0) ＝ 
8284     (9 ＋ 4 ＋ 7) × 0 ＝ 
8285     1 × 1'1/2 ＋ 9 × 4 ＝ 
8286     3 ÷ 1 ÷ (7 × 1) ＝ 
8287     2/3 ＋ (8 ＋ 6) － 0 ＝ 
8288     7 － (1 ＋ 7 － 6) ＝ 
8289     (9 － 7) ÷ (5 － 3/5) ＝ 
8290     3 ＋ (8 ＋ (2 ＋ 7)) ＝ 
8291     (4 ＋ 1) ÷ (4 ＋ 6) ＝ 
8292     4 ÷ 6 － 1 ÷ 9 ＝ 
8293     3/5 － (6 － 2'1/2) ÷ 9 ＝ 
8294     1 ÷ (7 ＋ 2) ＋ 1/3 ＝ 
8295     1'4/5 ＋ 2 － (2 ＋ 0) ＝ 
8296     1 ÷ (6 － (7/8 ＋ 0)) ＝ 
8297     1 ÷ (3'1/3 ＋ (0 ＋ 1'1/6)) ＝ 
8298     5 ÷ (9 ÷ 9 ＋ 6) ＝ 
8299     5 － (1'1/2 ＋ (2'1/4 － 1)) ＝ 
8300     1'1/8 ÷ (7 － 1 ＋ 1) ＝ 
8301     6 × (9 ＋ 6 ＋ 7) ＝ 
8302     (9 － (0 ＋ 8)) × 7 ＝ 
8303     5 ÷ (0 ＋ 8) ＋ 4/9 ＝ 
8304     1/7 × (7 × 3) － 3 ＝ 
8305     4 ÷ (7 ＋ 1 ÷ 4) ＝ 
8306     3 × 0 × (6 ＋ 1) ＝ 
8307     (7 ＋ 5) ÷ 4 × 5 ＝ 
8308     1'3/5 ＋ 1/5 ＋ (6 ＋ 3) ＝ 
8309     5 × 10 × (9 － 7) ＝ 
8310     (6 ＋ 9) × 4 ÷ 7 ＝ 
8311     7 － 4 － 7 ÷ 3 ＝ 
8312     (0 ＋ 1) ÷ (0 ＋ 5) ＝ 
8313     1 ＋ (8 ＋ 3) ÷ 5/8 ＝ 
8314     1 ÷ (9 ＋ (2 ＋ 7)) ＝ 
8315     6 ＋ (3 ＋ 3) － 1 ＝ 
8316     1'1/2 ÷ 1'1/4 ＋ (5 － 2) ＝ 
8317     9 ÷ 6 ＋ 8 ＋ 7 ＝ 
8318     5 ÷ (5 ＋ 9) ＋ 5 ＝ 
8319     5 × (5 ＋ (8 － 6)) ＝ 
8320     6 × (8 × 2) － 7 ＝ 
8321     (9 ＋ (2 ＋ 6)) ÷ 2/3 ＝ 
8322     (0 － 0 ＋ 6) × 3 ＝ 
8323     5 ÷ (3 × (1 × 5)) ＝ 
8324     9 ÷ (9 － 2) × 7 ＝ 
8325     (8 － 4) × (7 × 3) ＝ 
8326     (7 － 0) × (8 － 6) ＝ 
8327     (7 － 6) × (2 ÷ 7) ＝ 
8328     1 ÷ (8 ÷ (2 ＋ 2)) ＝ 
8329     9 ＋ (7 － (6 － 2)) ＝ 
8330     (2 ＋ (6 ＋ 8)) × 5 ＝ 
8331     (2 ＋ 5) × (2'1/2 × 8) ＝ 
8332     7 × 6 ＋ 7 ＋ 6 ＝ 
8333     (9 × 5 ＋ 7) × 5/9 ＝ 
8334     1'1/2 × (4 － 1 － 2) ＝ 
8335     1 ÷ (4 × (1 ＋ 5)) ＝ 
8336     2 ÷ 5 ＋ 1 × 8 ＝ 
8337     0 ＋ (8 － (1'2/3 ＋ 1/10)) ＝ 
8338     8 ÷ 6 ＋ (4 － 3) ＝ 
8339     2/3 × (3 ＋ (0 ＋ 1'2/3)) ＝ 
8340     (4 － 4) ÷ (3 ＋ 3) ＝ 
8341     4 ÷ 6 － 1 ÷ 9 ＝ 
8342     4 ＋ (8 ＋ 6 － 9) ＝ 
8343     2 － (4 － 8 ÷ 4) ＝ 
8344     1'1/2 × 0 ÷ (3/10 ÷ 2) ＝ 
8345     (4 ÷ 2 － 0) × 4 ＝ 
8346     4 － (3 ＋ 7/8 － 1'2/5) ＝ 
8347     9 ＋ 8 ＋ (9 － 1) ＝ 
8348     3'1/3 ÷ 7 ÷ 2 × 5 ＝ 
8349     5 × (8 － 4 － 2) ＝ 
8350     (6 ÷ 7 ＋ 3) ÷ 5 ＝ 
8351     (9 － 2) ÷ (1 － 0) ＝ 
8352     1'3/4 ＋ (1'3/5 ＋ 3) ＋ 8 ＝ 
8353     (5/6 ＋ 3) ÷ 2 ÷ 7 ＝ 
8354     3/5 × (2 × (3 ÷ 1'1/3)) ＝ 
8355     0 ÷ ((0 ＋ 5) ÷ 8) ＝ 
8356     6 × (1'2/3 ＋ (2 ＋ 4)) ＝ 
8357     3 ÷ (5 ÷ 7 × 8) ＝ 
8358     0 ＋ (7 ＋ 2/9) ＋ 4 ＝ 
8359     0 × (4 ＋ 7) × 9 ＝ 
8360     8 × ((2/3 ＋ 2) × 6) ＝ 
8361     8 － 1 ＋ 1 － 7 ＝ 
8362     4 × 2 ＋ (6 ＋ 8) ＝ 
8363     (8 － 0) × 5 ＋ 4 ＝ 
8364     9 － 2 ＋ 6 ＋ 7 ＝ 
8365     6 ＋ (7 ＋ 2/3 ＋ 4) ＝ 
8366     7 － 4 ＋ 8 ＋ 8 ＝ 
8367     6 × 3/4 ÷ 7/8 ＋ 3 ＝ 
8368     5 ＋ (5 － 4/9) － 6 ＝ 
8369     4/5 － 2/3 － (7 － 7) ＝ 
8370     7 － 9 ÷ 5 ÷ 5 ＝ 
8371     6 ＋ (5 ＋ 4 － 1) ＝ 
8372     1/4 ＋ (8 ＋ 5 ÷ 2) ＝ 
8373     3 ÷ (6 ＋ 1) ＋ 3 ＝ 
8374     (1'3/7 ＋ 1) × (4 ＋ 3) ＝ 
8375     0 ＋ (1 × 4 ＋ 7/10) ＝ 
8376     8 － 4 － 0 － 2 ＝ 
8377     4 ＋ (3 ＋ 2) － 1 ＝ 
8378     8/9 ÷ (1 ÷ 3 × 5) ＝ 
8379     10 × 1 ÷ (6 × 4) ＝ 
8380     5 × 3 ÷ (3 ÷ 7) ＝ 
8381     3 － (1/9 × 3/4 ＋ 0) ＝ 
8382     (0 ＋ 3) × (8 ÷ 9/10) ＝ 
8383     3/7 × 1'1/5 ÷ (7 ＋ 5) ＝ 
8384     1'3/5 ＋ 2 ＋ 4 － 4 ＝ 
8385     1 ＋ (8 ＋ 2) ＋ 9 ＝ 
8386     2 ÷ (1'1/8 ＋ 3 ＋ 2) ＝ 
8387     7 ＋ (2 ＋ 5) － 7 ＝ 
8388     7 － (7 － 4) ÷ 6 ＝ 
8389     5 ＋ (7 ＋ 7 ＋ 4) ＝ 
8390     2 ＋ 5/7 ＋ 8 ÷ 1 ＝ 
8391     6 × 2 ÷ (9 × 7) ＝ 
8392     7 ＋ (7 － 6 ＋ 0) ＝ 
8393     3 ÷ 1 ＋ 4 ＋ 7 ＝ 
8394     6 × (0 × (4 － 2)) ＝ 
8395     5 × 1 ＋ (1 ＋ 3) ＝ 
8396     2 ÷ 9 － (1 － 1) ＝ 
8397     5 ÷ (3 × (4 ＋ 1)) ＝ 
8398     4 － 0 ＋ (7 ＋ 1) ＝ 
8399     2'1/2 × (7 ＋ (5 ＋ 3)) ＝ 
8400     (9 ＋ (1'1/6 ＋ 2/9)) × 3 ＝ 
8401     5 ÷ 9 ＋ (7 － 1) ＝ 
8402     2 ＋ 1/7 × 2 × 2 ＝ 
8403     4 － (9 － 6) ＋ 4 ＝ 
8404     4 ＋ (1 ＋ 9 － 6) ＝ 
8405     9 × 9 × (6 ＋ 9) ＝ 
8406     4 ÷ (3 ÷ 1 × 8) ＝ 
8407     4 ＋ 8 － (8 ＋ 1) ＝ 
8408     8 ＋ 3'1/2 × 9 × 1 ＝ 
8409     6 × 5 ＋ 2/5 ÷ 2 ＝ 
8410     (1/5 ＋ 2) × (1 ＋ 1/3) ＝ 
8411     9 ＋ 2/3 ＋ 4 ＋ 2 ＝ 
8412     4 ＋ (4 ÷ 2/5 － 2) ＝ 
8413     (6 － 2 ＋ 6) ÷ 4 ＝ 
8414     3/7 － 0 ÷ 2 ＋ 5 ＝ 
8415     5 ÷ (1 ÷ 1'1/2) × 8 ＝ 
8416     6 ＋ (9 ＋ 4 － 4) ＝ 
8417     (6 ＋ (0 ＋ 4)) × 9 ＝ 
8418     6 ＋ (5 ＋ 1 － 1) ＝ 
8419     5 ÷ (0 × 0 ＋ 3) ＝ 
