题号    答案           四则运算式子
7962     5'1/6***      7 × 5 ÷ 6 － 2/3 ＝ 
7963     5'1/4***      7 × 9 ÷ (2 × 6) ＝ 
7964     80******      (5 ＋ 5) × (5 ＋ 3) ＝ 
7965     9'1/4***      2 ＋ (1'1/4 ＋ 3) ＋ 3 ＝ 
7966     6'3/8***      3/8 ＋ (6 × 1 － 0) ＝ 
7967     14'1/7**      8 － (6/7 ＋ 1) ＋ 8 ＝ 
7968     4/15****      (2 ＋ (1 － 3/5)) ÷ 9 ＝ 
7969     16/27***      (8 ＋ 2'2/3) ÷ (3 × 6) ＝ 
7970     2'1/10**      8 ÷ (5 × 1) ＋ 1/2 ＝ 
7971     9'1/5***      0 ＋ (8 ＋ (1/5 ＋ 1)) ＝ 
7972     4'9/10**      1 × (9/10 ＋ 1 × 4) ＝ 
7973     11'2/3**      1/2 ＋ 2'1/2 ＋ 1'2/3 ＋ 7 ＝ 
7974     648*****      6 × 3 ÷ 1/6 × 6 ＝ 
7975     6*******      8 － (5 ＋ 1) ＋ 4 ＝ 
7976     58******      8 × 9 － (5 ＋ 9) ＝ 
7977     144*****      1 × 4 × (4 × 9) ＝ 
7978     18******      1 ＋ 9 ＋ 4 ＋ 4 ＝ 
7979     19'4/5**      1 ＋ (1'4/5 ＋ 9) ＋ 8 ＝ 
7980     10******      5 × 3 － 5 － 0 ＝ 
7981     7*******      1 ＋ (7 － 0) － 1 ＝ 
7982     3'1/3***      (3 ＋ 3 － 2'2/3) × 1 ＝ 
7983     9/16****      (1 ＋ 1/2) ÷ 8 × 3 ＝ 
7984     3/32****      1 × (3/4 ÷ 2 ÷ 4) ＝ 
7985     15/32***      5 ÷ (2'2/3 ＋ (7 ＋ 1)) ＝ 
7986     1/30****      4 ÷ 8 ÷ 3 ÷ 5 ＝ 
7987     0*******      0 ÷ (1 ÷ (9 × 1)) ＝ 
7988     18******      1 × (9 × (2 － 0)) ＝ 
7989     2*******      (1 ＋ (1 ＋ 3)) × 2/5 ＝ 
7990     43******      3 × 6 × 2 ＋ 7 ＝ 
7991     7'3/5***      7 ＋ 1 ÷ 5 × 3 ＝ 
7992     6*******      1 ＋ 5 ＋ (4 － 4) ＝ 
7993     3'5/6***      2 ＋ (8 － 1'1/6 － 5) ＝ 
7994     16'2/3**      3 ＋ 7 ＋ 1'2/3 × 4 ＝ 
7995     2*******      0 × (4 ÷ 2) ＋ 2 ＝ 
7996     3/8*****      6 ÷ (9 ＋ 3 ＋ 4) ＝ 
7997     12'1/3**      1 ＋ (0 ＋ 2'1/3 ＋ 9) ＝ 
7998     2'3/8***      (2'1/2 ＋ 1 × 7) ÷ 4 ＝ 
7999     10******      5 × 6 × (3 ÷ 9) ＝ 
8000     6*******      4 ＋ (6 ＋ 1) － 5 ＝ 
8001     2'4/7***      6 × 3 ÷ 1 ÷ 7 ＝ 
8002     4/7*****      (8 － 4) ÷ (1 ＋ 6) ＝ 
8003     34'8/9**      (7 ＋ 7/9) × 5 － 4 ＝ 
8004     0*******      6 ÷ 5 × 0 × 0 ＝ 
8005     1'13/23*      6 ÷ (5 － 4'1/2 ＋ 3'1/3) ＝ 
8006     29'1/6**      1'1/6 × (1 ＋ 4 × 6) ＝ 
8007     7*******      7 ＋ 4 － 4 × 1 ＝ 
8008     14******      (9 － 7) × (4 ＋ 3) ＝ 
8009     5/6*****      (7 － 2) ÷ (9 － 3) ＝ 
8010     13'1/2**      9 × (6 ÷ (8 ÷ 2)) ＝ 
8011     1/5*****      9 － (9 ÷ 5 ＋ 7) ＝ 
8012     1'2/25**      1 ÷ 5 × 2/5 ＋ 1 ＝ 
8013     8'1/9***      9 － 8 ÷ (8 ＋ 1) ＝ 
8014     87'3/7**      5 × 1'2/7 ＋ 9 × 9 ＝ 
8015     9'3/5***      1'1/5 × 4 ÷ 4 × 8 ＝ 
8016     7'5/11**      8 － 6 ÷ (7 ＋ 4) ＝ 
8017     324*****      3 × (8 × (4'1/2 ＋ 9)) ＝ 
8018     3*******      (9 － (6 － 3)) ÷ 2 ＝ 
8019     7/12****      1 － (3'1/3 ÷ 8 － 0) ＝ 
8020     13******      0 ＋ 4 ＋ 9 ÷ 1 ＝ 
8021     4'3/4***      8 ＋ 3 － (4 ＋ 2'1/4) ＝ 
8022     4'1/5***      1 ＋ (1/5 ＋ 2) ＋ 1 ＝ 
8023     8/9*****      1 × 4 ÷ (9 ÷ 2) ＝ 
8024     16******      (0 × 2/7 ＋ 8) ÷ 1/2 ＝ 
8025     10******      7 ＋ 2 ＋ (0 ＋ 1) ＝ 
8026     6'2/5***      4 － (4 － 2/5) ＋ 6 ＝ 
8027     7'3/4***      7 － 1 ＋ 7 ÷ 4 ＝ 
8028     0*******      (2 － 2) ÷ (0 ＋ 3/8) ＝ 
8029     11'3/7**      4 × (2 × (1 × 1'3/7)) ＝ 
8030     2*******      2 － 0 × (3 ＋ 1) ＝ 
8031     25'4/7**      0 ＋ (4/7 ＋ 5 × 5) ＝ 
8032     26******      (0 ＋ (6 ＋ 7)) × 2 ＝ 
8033     9*******      9 － 0 ÷ (1 × 8) ＝ 
8034     9'3/7***      9 ＋ 3 ÷ (8 － 1) ＝ 
8035     1'1/4***      4 － 2 － 3 ÷ 4 ＝ 
8036     8*******      0 ÷ 7 ＋ 8 × 1 ＝ 
8037     2*******      6 － (3 ＋ 2 － 1) ＝ 
8038     27/40***      3 ÷ (5 × 8 ÷ 9) ＝ 
8039     1/12****      1 ÷ (6 ＋ (7 － 1)) ＝ 
8040     6*******      2 ＋ 2 × 6 － 8 ＝ 
8041     5'1/3***      8 × (5 ÷ (3 ＋ 4'1/2)) ＝ 
8042     23******      (8 ＋ 1) × 2 ＋ 5 ＝ 
8043     11'1/40*      1'1/8 ＋ (5 ＋ 9/10 ＋ 4) ＝ 
8044     0*******      5 ÷ 1'2/5 × 1'3/5 × 0 ＝ 
8045     9'1/2***      9 ＋ 1 ÷ (6 ÷ 3) ＝ 
8046     45******      6 × (2 ＋ 6) － 3 ＝ 
8047     0*******      0 × 3 × (7 × 1'3/7) ＝ 
8048     9'1/2***      2 ÷ 2 × (1'1/2 ＋ 8) ＝ 
8049     7'1/3***      5 ＋ (2 ＋ 1 ÷ 3) ＝ 
8050     3*******      0 ÷ 1 － 0 ＋ 3 ＝ 
8051     5/6*****      5 ÷ 6 ＋ (6 － 6) ＝ 
8052     2/5*****      2/5 ＋ 4 － (3 ＋ 1) ＝ 
8053     1/15****      (4/5 ＋ 0) ÷ (4 × 3) ＝ 
8054     17******      1 ＋ (2 ＋ 6) ＋ 8 ＝ 
8055     3/4*****      8 － (5 ＋ 1 ÷ 4/9) ＝ 
8056     4*******      2 ÷ 2/3 ＋ 1 × 1 ＝ 
8057     1/9*****      2 ÷ (6 × (3 ÷ 1)) ＝ 
8058     1/10****      3 ÷ ((8 － 2) × 5) ＝ 
8059     4'2/7***      1'2/7 × 1/3 × (3 ＋ 7) ＝ 
8060     3'4/5***      4/5 × 6 ＋ 7 － 8 ＝ 
8061     1*******      7 × 1 － (7 － 1) ＝ 
8062     3'1/2***      5 － 1'1/2 － (7 － 7) ＝ 
8063     12******      6 × ((6 ＋ 2) ÷ 4) ＝ 
8064     78******      (5 ＋ 8) × (6 － 0) ＝ 
8065     6'1/2***      5 ＋ (2 － (1 － 1/2)) ＝ 
8066     1*******      (5 － 2) ÷ 3 － 0 ＝ 
8067     105*****      7 × 5 × 9 ÷ 3 ＝ 
8068     148*****      3 × 8 × 6 ＋ 4 ＝ 
8069     50'1/2**      8 ÷ 4/5 × 5 ＋ 1/2 ＝ 
8070     2'2/5***      8 ÷ (1 × (2 ＋ 1'1/3)) ＝ 
8071     9'4/9***      (9 － 1/2) ÷ (1 － 1/10) ＝ 
8072     80******      8 ＋ 9 × (8 ＋ 0) ＝ 
8073     17******      7 ＋ (8 ＋ 3) － 1 ＝ 
8074     16'1/3**      (2 ＋ (1/3 ＋ 0)) × 7 ＝ 
8075     72******      (6 × 2 ＋ 6) × 4 ＝ 
8076     4*******      1 × 2 ＋ 2 × 1 ＝ 
8077     0*******      0 ＋ 8 － (8 － 0) ＝ 
8078     5'1/3***      2'1/3 ＋ (4 － (5 － 4)) ＝ 
8079     104*****      8 × (8 ＋ (8 － 3)) ＝ 
8080     7'3/8***      3/8 ＋ (5 ＋ (8 － 6)) ＝ 
8081     0*******      1'2/3 ÷ (3 ÷ 5/7) × 0 ＝ 
8082     0*******      (2 ＋ 3 × 9) × 0 ＝ 
8083     14******      7 × 2 ＋ (0 － 0) ＝ 
8084     23'1/7**      (4 － 1) × 9 × 6/7 ＝ 
8085     1'3/7***      0 ÷ 7 ＋ (1'3/7 － 0) ＝ 
8086     1'3/7***      8 － (4/7 ＋ 2/3 × 9) ＝ 
8087     2'1/4***      2'1/4 － (0 － (1 － 1)) ＝ 
8088     41******      6 × 8 － (2 ＋ 5) ＝ 
8089     49'1/6**      5/6 × (9 × 7 － 4) ＝ 
8090     1'1/4***      5 ÷ (4 － (5 － 5)) ＝ 
8091     3*******      6 × 7 ÷ 7 ÷ 2 ＝ 
8092     5/22****      5 ÷ (7 × 4 － 6) ＝ 
8093     2'3/5***      1 × ((7 ＋ 6) ÷ 5) ＝ 
8094     49******      (1 ＋ 5) × 8 ＋ 1 ＝ 
8095     2'1/2***      4 － 4 ÷ 8 × 3 ＝ 
8096     3*******      6 ÷ 2 ＋ 0 ÷ 1'3/7 ＝ 
8097     60'3/10*      9 × (9 － 4/5 － 1'1/2) ＝ 
8098     0*******      5 × 0 × (7 × 5) ＝ 
8099     2/5*****      4 ÷ ((9 ＋ 1) × 1) ＝ 
8100     2'2/9***      (5 － 0) × 4 ÷ 9 ＝ 
8101     12'29/45      9 ＋ 2/5 × 8 ＋ 4/9 ＝ 
8102     37'1/3**      8 × (5 － 3 ÷ 9) ＝ 
8103     10'3/4**      8 － 4 － 1/4 ＋ 7 ＝ 
8104     4'19/24*      5 － 5 ÷ (4 × 6) ＝ 
8105     24******      (7 ＋ 9) ÷ (6 ÷ 9) ＝ 
8106     13******      3 ＋ 2 × 6 × 5/6 ＝ 
8107     13'3/5**      1 ＋ 9 × (7 ÷ 5) ＝ 
8108     1'13/16*      (7 ＋ 1/4) ÷ (3 ＋ 1) ＝ 
8109     14'1/3**      1 ÷ 3 ＋ (9 ＋ 5) ＝ 
8110     4'2/7***      4 ＋ 4 ÷ 7 ÷ 2 ＝ 
8111     1'1/80**      2'1/4 ÷ 8 × (3 ÷ 5/6) ＝ 
8112     1'3/7***      3 ÷ 7 ＋ (1 ＋ 0) ＝ 
8113     7'1/5***      7/10 × 6 ＋ 1 × 3 ＝ 
8114     24******      (6 － 2) × (1 × 6) ＝ 
8115     16/39***      6 ÷ (4 ＋ 9) ÷ 1'1/8 ＝ 
8116     13'5/9**      8 ＋ (5/9 ＋ 8) － 3 ＝ 
8117     5'1/4***      3 × 7 ÷ (2 × 2) ＝ 
8118     11'1/2**      4 ＋ (9 － 5 ＋ 3'1/2) ＝ 
8119     20'2/9**      (5 ＋ 8) ÷ (1'2/7 ÷ 2) ＝ 
8120     68'1/2**      7 × 9 ＋ (5 ＋ 1/2) ＝ 
8121     7*******      9 ＋ 2 － (0 ＋ 4) ＝ 
8122     5*******      6 × (0 × 9) ＋ 5 ＝ 
8123     14'7/8**      4 ＋ (8 ＋ 7/8 ＋ 2) ＝ 
8124     6'1/2***      6 ＋ (9 － (5 ＋ 3'1/2)) ＝ 
8125     128*****      8 × 8 × (9 － 7) ＝ 
8126     19'7/10*      5 ＋ 7/10 ＋ 9 ＋ 5 ＝ 
8127     0*******      5 × (9 × (0 ÷ 9)) ＝ 
8128     17'2/3**      1'1/3 ＋ 6 ＋ (2'1/3 ＋ 8) ＝ 
8129     11'1/7**      2 ＋ 9 ＋ 5/7 ÷ 5 ＝ 
8130     9'9/10**      1'2/5 ＋ 4 × 3 － 3'1/2 ＝ 
8131     0*******      (8 ＋ 6 － 0) × 0 ＝ 
8132     100*****      4 × ((7 ＋ 1'1/3) × 3) ＝ 
8133     15******      1 ＋ (8 ＋ (9 － 3)) ＝ 
8134     5'2/5***      4 ＋ 7 × 1 ÷ 5 ＝ 
8135     84******      6 × (2 ＋ 5 ＋ 7) ＝ 
8136     102*****      (5 × 8 － 6) × 3 ＝ 
8137     1/3*****      0 ＋ (7 ÷ 3 － 2) ＝ 
8138     3/5*****      3/5 ÷ (7 ÷ 1 － 6) ＝ 
8139     10/11***      (5 ＋ 5) ÷ (2 ＋ 9) ＝ 
8140     12'1/5**      4 ＋ 1 ＋ 1'4/5 × 4 ＝ 
8141     32******      8 ＋ (8 ＋ 9) ＋ 7 ＝ 
8142     7'2/3***      (9 ＋ 5) ÷ 3 ＋ 3 ＝ 
8143     2/9*****      (4 － 2) × (7/9 ÷ 7) ＝ 
8144     4*******      (9 ＋ 7) × (1/4 ÷ 1) ＝ 
8145     18******      (2 ＋ 0) × 1'1/8 × 8 ＝ 
8146     24******      5 ＋ 6 ＋ (7 ＋ 6) ＝ 
8147     1/63****      1 ÷ (9 × (2 ＋ 5)) ＝ 
8148     45******      9 ÷ (1 ÷ (6 － 1)) ＝ 
8149     35'1/4**      6 ÷ (1 ÷ (7/8 ＋ 5)) ＝ 
8150     5*******      2 × 4 － 6 ÷ 2 ＝ 
8151     0*******      8 × 9 × (8 － 8) ＝ 
8152     1/5*****      2 ÷ (8 ÷ 2) × 2/5 ＝ 
8153     2'1/4***      8 ÷ 8 ＋ 5 ÷ 4 ＝ 
8154     61******      7 ＋ 1 × 9 × 6 ＝ 
8155     277'1/3*      (9 － 1/3) × (8 × 4) ＝ 
8156     54******      (3 ＋ 3) × (3 × 3) ＝ 
8157     6'3/7***      (4 ＋ 1) × (9 ÷ 7) ＝ 
8158     5*******      6 ÷ 1 － (2 － 1) ＝ 
8159     2'13/14*      3 － 1 ÷ (7 × 2) ＝ 
8160     5/21****      (2 － 9 ÷ 7) ÷ 3 ＝ 
8161     72******      9 × (1 × 8) ÷ 1 ＝ 
8162     5'1/3***      (7 ＋ 3 － 2) × 2/3 ＝ 
8163     18'2/3**      7 × 8 ÷ (6 － 3) ＝ 
8164     7'3/4***      1 ＋ 3/4 ＋ 5 ＋ 1 ＝ 
8165     13******      1 ÷ (1 ÷ 4) ＋ 9 ＝ 
8166     2/5*****      2 ÷ 1'2/3 ÷ 3 － 0 ＝ 
8167     12******      6 － 2 ＋ 6 ÷ 3/4 ＝ 
8168     29'3/4**      9 × 3 ＋ (3 － 1/4) ＝ 
8169     19******      8 ＋ 4 ＋ (7 － 0) ＝ 
8170     45******      (7 ＋ 0 － 2) × 9 ＝ 
8171     32******      8 × (4 × (5 － 4)) ＝ 
8172     6'5/7***      5/7 ＋ 4 － 2 ＋ 4 ＝ 
8173     9/10****      9/10 ＋ 7 － (7 ＋ 0) ＝ 
8174     28'1/3**      1'1/3 ＋ 3 ＋ 4 × 6 ＝ 
8175     4'1/2***      (5 ＋ 1) ÷ 4 ＋ 3 ＝ 
8176     17******      5 ＋ 1 × (6 × 2) ＝ 
8177     288*****      8 × (6 ＋ 0) × 6 ＝ 
8178     5*******      6 × 2 ＋ 1 － 8 ＝ 
8179     0*******      (4 × 2 － 7) × 0 ＝ 
8180     1*******      1 － (5 － 5) × 1 ＝ 
8181     66******      5 × 6 ＋ 4 × 9 ＝ 
8182     9/20****      3/10 ÷ 3 ÷ (2 ÷ 9) ＝ 
8183     0*******      0 × 2 ÷ (2 － 2/5) ＝ 
8184     21******      0 ＋ 3 × 4 ＋ 9 ＝ 
8185     11'11/35      9 × (3 － 3/5 － 1'1/7) ＝ 
8186     10/49***      (5 ＋ 5) ÷ (7 × 7) ＝ 
8187     6'1/9***      7 － 8 ÷ (8 ＋ 1) ＝ 
8188     4'7/12**      5/9 ＋ (2 ＋ 7/9 ＋ 1'1/4) ＝ 
8189     1*******      8 × (1 ÷ (9 × 8/9)) ＝ 
8190     3'25/72*      2 ÷ 9 ＋ 2 ＋ 1'1/8 ＝ 
8191     66******      (6 ＋ (9 ＋ 7)) × 3 ＝ 
8192     9*******      (2 ＋ 8 － 9) × 9 ＝ 
8193     1'13/14*      6 ÷ 4 ＋ 3/7 ＋ 0 ＝ 
8194     1/36****      (9 － 8) ÷ 4 ÷ 9 ＝ 
8195     2*******      (1 ＋ 3) ÷ (9 － 7) ＝ 
8196     1/14****      4 ÷ (1 ＋ 6) ÷ 8 ＝ 
8197     3/5*****      (8 ＋ 2) × (3/10 ÷ 5) ＝ 
8198     13******      3 ÷ 1'1/4 ÷ 3/5 ＋ 9 ＝ 
8199     1*******      7 ＋ 1 × 0 － 6 ＝ 
8200     23******      5 ＋ 2 × 1'1/8 × 8 ＝ 
8201     35'1/4**      (7/8 ＋ 5 ＋ 0) × 6 ＝ 
8202     9'1/3***      (4 － 2'1/2) × 7 × 8/9 ＝ 
8203     1/27****      1 × 1/3 ÷ 9 ＋ 0 ＝ 
8204     0*******      (1 － 1) × (6 － 3) ＝ 
8205     2'2/3***      (4 × 3 － 4) ÷ 3 ＝ 
8206     2'1/4***      9 － 1'3/4 ＋ 1 － 6 ＝ 
8207     1'3/11**      9 ÷ (6 × 1'1/4 － 3/7) ＝ 
8208     1'3/4***      1/4 × (5 ＋ 6 － 4) ＝ 
8209     14'2/3**      6 ＋ (8 － 0 ＋ 2/3) ＝ 
8210     18'1/3**      1'1/3 ＋ (7 ＋ 2) ＋ 8 ＝ 
8211     7*******      2 ＋ 1 × (7 － 2) ＝ 
8212     1'1/27**      4 ÷ (3 ＋ 6/7 － 0) ＝ 
8213     60******      (1 × 1'1/2 ＋ 6) × 8 ＝ 
8214     7/9*****      (2 × 2 ＋ 3) ÷ 9 ＝ 
8215     16******      8 ＋ 8 ＋ (6 － 6) ＝ 
8216     23'7/8**      9 × 3 － 5 × 5/8 ＝ 
8217     3'2/3***      9 － (2'1/3 ＋ 6 － 3) ＝ 
8218     42'3/16*      (9 ＋ 3/8) × (9 ÷ 2) ＝ 
8219     7'1/2***      9 － 1 × 1 － 1/2 ＝ 
8220     35******      5 × (3 ＋ 5) － 5 ＝ 
8221     10'4/9**      7 ＋ (1 ＋ 2 ＋ 4/9) ＝ 
8222     4*******      (8 － (7 － 7)) ÷ 2 ＝ 
8223     4'2/11**      2 ÷ (2 ＋ 9) ＋ 4 ＝ 
8224     28******      2 × (3 × 5 － 1) ＝ 
8225     13'2/5**      7 ＋ 2 ＋ 2/5 ＋ 4 ＝ 
8226     18******      9 × (5 × 2 － 8) ＝ 
8227     5'4/9***      5 × (8 ÷ 9) ＋ 1 ＝ 
8228     1'3/5***      1 ÷ 1/2 ÷ (5 ÷ 4) ＝ 
8229     3/7*****      1 － (4/7 ＋ 1 － 1) ＝ 
8230     2/5*****      1'2/5 － (4 ＋ 3) ÷ 7 ＝ 
8231     6'1/4***      2 × (5 ÷ 8 × 5) ＝ 
8232     1'7/9***      4 ÷ 1 × 4 ÷ 9 ＝ 
8233     10'3/4**      7 ＋ 9 － 5 － 1/4 ＝ 
8234     13'1/3**      (8 ＋ 2) ÷ 6 × 8 ＝ 
8235     0*******      0 － 1'1/4 × (2'1/2 × 0) ＝ 
8236     10'1/7**      5 ＋ 5 ＋ 1 ÷ 7 ＝ 
8237     7*******      7 × 1 ÷ (3 － 2) ＝ 
8238     45'1/27*      (4/9 ＋ 8) × 1'1/3 × 4 ＝ 
8239     29'4/15*      2'2/3 － 2/5 ＋ 9 × 3 ＝ 
8240     6'5/8***      4 ＋ 7 ÷ (2 ＋ 2/3) ＝ 
8241     1/3*****      (2 ＋ (7 － 7)) ÷ 6 ＝ 
8242     0*******      4 ÷ 8 ＋ 2'1/2 － 3 ＝ 
8243     2*******      9 － (7 ＋ (5 － 5)) ＝ 
8244     5'1/3***      (8 ÷ 6 ＋ 4) × 1 ＝ 
8245     252*****      6 × (6 × (3 ＋ 4)) ＝ 
8246     32******      2 ÷ 1 × (8 × 2) ＝ 
8247     3'1/40**      8 ÷ 3'1/3 ＋ 5 ÷ 8 ＝ 
8248     16'3/4**      8 ＋ 1'3/4 ＋ (4 ＋ 3) ＝ 
8249     6'5/8***      4 ＋ 7 × (3 ÷ 8) ＝ 
8250     1'1/4***      6 ＋ 1'1/4 ÷ 5 － 5 ＝ 
8251     112'1/2*      (3'1/2 ＋ 9) × (3 ＋ 6) ＝ 
8252     7*******      2 × 4 － (7 － 6) ＝ 
8253     12'3/4**      3/4 ＋ 3 × (2 × 2) ＝ 
8254     3/7*****      (9 ＋ 2 － 8) ÷ 7 ＝ 
8255     143*****      (6 ＋ 5) × (8 ＋ 5) ＝ 
8256     99******      9 × (1 ＋ 1 ＋ 9) ＝ 
8257     10'1/4**      1'1/4 ＋ 1 × 3 × 3 ＝ 
8258     8'9/10**      2 × (3 ＋ 1) ＋ 9/10 ＝ 
8259     0*******      2 × 7 × (1 － 1) ＝ 
8260     8*******      3 × 4 － (1 ＋ 3) ＝ 
8261     3'1/5***      8 ÷ (1 ＋ 1'1/2 － 0) ＝ 
8262     5*******      9 － 2 － (1 ＋ 1) ＝ 
8263     0*******      0 × 6 ÷ (5 － 2) ＝ 
8264     6'7/9***      (3 － 2) × (7/9 ＋ 6) ＝ 
8265     3/8*****      (2'1/2 － 1) × (1 ÷ 4) ＝ 
8266     5'1/2***      1 ＋ 4'1/2 － 0 × 7 ＝ 
8267     8'2/7***      8 ＋ 1/2 ÷ (7 ÷ 4) ＝ 
8268     13******      7 ＋ (9 － 1 － 2) ＝ 
8269     6'7/24**      1/4 ÷ 6/7 ＋ (6 ＋ 0) ＝ 
8270     18******      5 ＋ 5 ＋ 1 × 8 ＝ 
8271     4'28/45*      0 ＋ (6 － (1'3/5 － 2/9)) ＝ 
8272     61/72***      7/8 － (1'1/9 － 1) ÷ 4 ＝ 
8273     1'23/28*      1'1/2 － 3 ÷ 7 ＋ 3/4 ＝ 
8274     5'5/8***      7 － (9 － 7 － 5/8) ＝ 
8275     4'1/4***      9 ＋ 1'1/4 － (5 ＋ 1) ＝ 
8276     4*******      (4 ＋ 8) ÷ (2 ＋ 1) ＝ 
8277     11'1/5**      8 × (8 － 1) ÷ 5 ＝ 
8278     0*******      0 × 4 × (0 ÷ 1) ＝ 
8279     6'4/5***      4/5 ＋ (6 － 3) ＋ 3 ＝ 
8280     7*******      5 ＋ 7 － (4 ＋ 1) ＝ 
8281     11'1/2**      2 × 1'1/4 ＋ (3 ＋ 6) ＝ 
8282     2'4/5***      0 ＋ 4 － 2/5 × 3 ＝ 
8283     15/28***      (4 － 1/4) ÷ (7 － 0) ＝ 
8284     0*******      (9 ＋ 4 ＋ 7) × 0 ＝ 
8285     37'1/2**      1 × 1'1/2 ＋ 9 × 4 ＝ 
8286     3/7*****      3 ÷ 1 ÷ (7 × 1) ＝ 
8287     14'2/3**      2/3 ＋ (8 ＋ 6) － 0 ＝ 
8288     5*******      7 － (1 ＋ 7 － 6) ＝ 
8289     5/11****      (9 － 7) ÷ (5 － 3/5) ＝ 
8290     20******      3 ＋ (8 ＋ (2 ＋ 7)) ＝ 
8291     1/2*****      (4 ＋ 1) ÷ (4 ＋ 6) ＝ 
8292     5/9*****      4 ÷ 6 － 1 ÷ 9 ＝ 
8293     19/90***      3/5 － (6 － 2'1/2) ÷ 9 ＝ 
8294     4/9*****      1 ÷ (7 ＋ 2) ＋ 1/3 ＝ 
8295     1'4/5***      1'4/5 ＋ 2 － (2 ＋ 0) ＝ 
8296     8/41****      1 ÷ (6 － (7/8 ＋ 0)) ＝ 
8297     2/9*****      1 ÷ (3'1/3 ＋ (0 ＋ 1'1/6)) ＝ 
8298     5/7*****      5 ÷ (9 ÷ 9 ＋ 6) ＝ 
8299     2'1/4***      5 － (1'1/2 ＋ (2'1/4 － 1)) ＝ 
8300     9/56****      1'1/8 ÷ (7 － 1 ＋ 1) ＝ 
8301     132*****      6 × (9 ＋ 6 ＋ 7) ＝ 
8302     7*******      (9 － (0 ＋ 8)) × 7 ＝ 
8303     1'5/72**      5 ÷ (0 ＋ 8) ＋ 4/9 ＝ 
8304     0*******      1/7 × (7 × 3) － 3 ＝ 
8305     16/29***      4 ÷ (7 ＋ 1 ÷ 4) ＝ 
8306     0*******      3 × 0 × (6 ＋ 1) ＝ 
8307     15******      (7 ＋ 5) ÷ 4 × 5 ＝ 
8308     10'4/5**      1'3/5 ＋ 1/5 ＋ (6 ＋ 3) ＝ 
8309     100*****      5 × 10 × (9 － 7) ＝ 
8310     8'4/7***      (6 ＋ 9) × 4 ÷ 7 ＝ 
8311     2/3*****      7 － 4 － 7 ÷ 3 ＝ 
8312     1/5*****      (0 ＋ 1) ÷ (0 ＋ 5) ＝ 
8313     18'3/5**      1 ＋ (8 ＋ 3) ÷ 5/8 ＝ 
8314     1/18****      1 ÷ (9 ＋ (2 ＋ 7)) ＝ 
8315     11******      6 ＋ (3 ＋ 3) － 1 ＝ 
8316     4'1/5***      1'1/2 ÷ 1'1/4 ＋ (5 － 2) ＝ 
8317     16'1/2**      9 ÷ 6 ＋ 8 ＋ 7 ＝ 
8318     5'5/14**      5 ÷ (5 ＋ 9) ＋ 5 ＝ 
8319     35******      5 × (5 ＋ (8 － 6)) ＝ 
8320     89******      6 × (8 × 2) － 7 ＝ 
8321     25'1/2**      (9 ＋ (2 ＋ 6)) ÷ 2/3 ＝ 
8322     18******      (0 － 0 ＋ 6) × 3 ＝ 
8323     1/3*****      5 ÷ (3 × (1 × 5)) ＝ 
8324     9*******      9 ÷ (9 － 2) × 7 ＝ 
8325     84******      (8 － 4) × (7 × 3) ＝ 
8326     14******      (7 － 0) × (8 － 6) ＝ 
8327     2/7*****      (7 － 6) × (2 ÷ 7) ＝ 
8328     1/2*****      1 ÷ (8 ÷ (2 ＋ 2)) ＝ 
8329     12******      9 ＋ (7 － (6 － 2)) ＝ 
8330     80******      (2 ＋ (6 ＋ 8)) × 5 ＝ 
8331     140*****      (2 ＋ 5) × (2'1/2 × 8) ＝ 
8332     55******      7 × 6 ＋ 7 ＋ 6 ＝ 
8333     28'8/9**      (9 × 5 ＋ 7) × 5/9 ＝ 
8334     1'1/2***      1'1/2 × (4 － 1 － 2) ＝ 
8335     1/24****      1 ÷ (4 × (1 ＋ 5)) ＝ 
8336     8'2/5***      2 ÷ 5 ＋ 1 × 8 ＝ 
8337     6'7/30**      0 ＋ (8 － (1'2/3 ＋ 1/10)) ＝ 
8338     2'1/3***      8 ÷ 6 ＋ (4 － 3) ＝ 
8339     3'1/9***      2/3 × (3 ＋ (0 ＋ 1'2/3)) ＝ 
8340     0*******      (4 － 4) ÷ (3 ＋ 3) ＝ 
8341     5/9*****      4 ÷ 6 － 1 ÷ 9 ＝ 
8342     9*******      4 ＋ (8 ＋ 6 － 9) ＝ 
8343     0*******      2 － (4 － 8 ÷ 4) ＝ 
8344     0*******      1'1/2 × 0 ÷ (3/10 ÷ 2) ＝ 
8345     8*******      (4 ÷ 2 － 0) × 4 ＝ 
8346     1'21/40*      4 － (3 ＋ 7/8 － 1'2/5) ＝ 
8347     25******      9 ＋ 8 ＋ (9 － 1) ＝ 
8348     1'4/21**      3'1/3 ÷ 7 ÷ 2 × 5 ＝ 
8349     10******      5 × (8 － 4 － 2) ＝ 
8350     27/35***      (6 ÷ 7 ＋ 3) ÷ 5 ＝ 
8351     7*******      (9 － 2) ÷ (1 － 0) ＝ 
8352     14'7/20*      1'3/4 ＋ (1'3/5 ＋ 3) ＋ 8 ＝ 
8353     23/84***      (5/6 ＋ 3) ÷ 2 ÷ 7 ＝ 
8354     2'7/10**      3/5 × (2 × (3 ÷ 1'1/3)) ＝ 
8355     0*******      0 ÷ ((0 ＋ 5) ÷ 8) ＝ 
8356     46******      6 × (1'2/3 ＋ (2 ＋ 4)) ＝ 
8357     21/40***      3 ÷ (5 ÷ 7 × 8) ＝ 
